"","name","mean1","mean2","sd1","sd2"
"1","EMca",0.695,0.4295,0.0438406204335659,0.000707106781186548
"2","EMmean",0.7055,0.4105,0.0332340187157677,0.0714177848998413
"3","EMwmean",0.7195,0.422,0.0275771644662754,0.074953318805774
