"","name","mean1","mean2","sd1","sd2"
"1","EMca",0.8265,0.5785,0.00212132034355964,0.0190918830920368
"2","EMmean",0.836,0.539,0,0
"3","EMwmean",0.836,0.534,0,0.00707106781186548
