"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.6825,0.32275,0.00412310562561766,0.00991211380079951
"2","GLM",0.687,0.31075,0.0048989794855663,0.00590903263374528
"3","MAXENT",0.79675,0.45775,0.011842719282327,0.0273541587331799
"4","RF",1,1,0,0
