"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.84475,0.6365,0.0129196233175223,0.0277308492477241
"2","GLM",0.8615,0.6345,0.00700000000000001,0.0140593978059754
"3","MAXENT",0.80575,0.569,0.010210288928331,0.0224796204001164
"4","RF",0.77025,0.505,0.0176139149538086,0.013856406460551
