"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.8675,0.65975,0.00568624070307733,0.00718215380880509
"2","GLM",0.87925,0.66325,0.00330403793359984,0.0120657918651589
"3","MAXENT",0.91425,0.67625,0.0121757956618859,0.015713582235336
"4","RF",1,1,0,0
