"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.50975,0.13325,0.00386221007541883,5e-04
"2","GLM",0.55725,0.24175,0.00567890834580028,0.0113247516529061
"3","MAXENT",0.57425,0.2365,0.0234147389479361,0.0685103398522199
"4","RF",0.70525,0.407,0.00994568583189047,0.021556128285633
