"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.86825,0.67325,0.00320156211871643,0.0129453981527543
"2","GLM",0.8795,0.6695,0.00191485421551268,0.00635085296108589
"3","MAXENT",0.918,0.70225,0.0014142135623731,0.0169386146619688
"4","RF",1,1,0,0
