"","name","mean1","mean2","sd1","sd2"
"1","EMca",0.6435,0.3475,0.0346482322781409,0.00919238815542509
"2","EMmean",0.674,0.3825,0.0212132034355964,0.0318198051533947
"3","EMwmean",0.6885,0.392,0.0176776695296636,0.0254558441227157
