"","acceptedScientificName","acceptedTaxonKey","adm1","adm2","associatedReferences","basisOfRecord","catalogNumber","class","classKey","cloc","collectionCode","collectionKey","continent","coordinateUncertaintyInMeters","country","crawlId","datasetID","datasetKey","datasetName","dateIdentified","day","depth","depthAccuracy","dynamicProperties","endDayOfYear","eventDate","eventID","eventRemarks","eventTime","family","familyKey","fieldNumber","footprintSRS","footprintWKT","fullCountry","gbifID","gbifRegion","genericName","genus","genusKey","geodeticDatum","georeferenceSources","georeferenceVerificationStatus","habitat","higherClassification","higherGeography","hostingOrganizationKey","http://unknown.org/captive_cultivated","http://unknown.org/georeferenceRemarks","http://unknown.org/language","http://unknown.org/license","http://unknown.org/nick","http://unknown.org/rightsHolder","identificationID","identificationQualifier","identificationRemarks","identificationVerificationStatus","identifiedBy","identifier","individualCount","installationKey","institutionCode","institutionID","institutionKey","isInCluster","islandGroup","ISO2","isSequenced","key","kingdom","kingdomKey","language","lastCrawled","lastInterpreted","lastParsed","lat","license","lifeStage","locality","locationID","locationRemarks","lon","modified","month","municipality","nameAccordingTo","occurrenceID","occurrenceRemarks","occurrenceStatus","order","orderKey","organismQuantity","organismQuantityType","organismRemarks","originalNameUsage","otherCatalogNumbers","ownerInstitutionCode","parentEventID","phylum","phylumKey","preparations","previousIdentifications","projectId","protocol","publishedByGbifRegion","publishingCountry","publishingOrgKey","recordedBy","recordNumber","references","rightsHolder","samplingEffort","samplingProtocol","scientificName","scientificNameAuthorship","scientificNameID","sex","species","speciesKey","specificEpithet","startDayOfYear","taxonConceptID","taxonID","taxonKey","taxonomicStatus","taxonRank","type","typeStatus","verbatimDepth","verbatimEventDate","verbatimIdentification","verbatimLocality","vernacularName","vitality","waterBody","year","downloadDate"
"11","Chthamalus montagui Southward, 1976",2115617,"Wales",NA,NA,"HUMAN_OBSERVATION","182848317","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",NA,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-09-11T19:26:46",10,NA,NA,NA,253,"2023-09-10T11:42:11",NA,NA,"11:42:11+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4440621049","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"stephen54",NA,"407196532",NA,NA,NA,"Stephen Moores","182848317",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4440621049,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T11:50:25.153+00:00","2025-09-23T11:50:25.153+00:00",52.579948,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.099888,"2023-11-10T22:07:52.000+00:00",9,NA,NA,"https://www.inaturalist.org/observations/182848317",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Stephen Moores",NA,"https://www.inaturalist.org/observations/182848317","Stephen Moores",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",253,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-09-10 11:42:11",NA,"Tywyn, UK",NA,NA,NA,2023,2025-09-26
"12","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Gylly Extreme South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",377,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,19,NA,NA,NA,262,"2023-09-19","24664495",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4595995938","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"e9013da0-f47a-40ce-82c7-99f1caf53b77",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,4595995938,"Animalia",1,NA,"2025-09-13T22:51:28.990+00:00","2025-09-15T09:50:45.717+00:00","2025-09-15T09:50:45.717+00:00",50.141977,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Gylly Extreme South",NA,NA,-5.069311,NA,9,NA,NA,"34399435",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Holt, B. Ben|Jen",NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",262,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-09-26
"13","Chthamalus montagui Southward, 1976",2115617,"Wales",NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Freshwater West Rocky Shore, United Kingdom, EUROPE",NA,NA,"EUROPE",7071.1,"United Kingdom",23,NA,"78aedfda-7343-47de-9c19-20339eb756fc",NA,NA,25,NA,NA,NA,268,"2023-09-25",NA,NA,NA,"Chthamalidae",5104,NA,NA,"POLYGON((-5.17569 51.56585,-5.17569 51.65945,-5.03762 51.65945,-5.03762 51.56585,-5.17569 51.56585))","United Kingdom of Great Britain and Northern Ireland","5105608131","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"West Wales Biodiversity Information Centre",NA,NA,NA,"Unconfirmed - not reviewed","Sandy Hill","9e66be40-dcca-46a1-9da2-669af14a94af",NA,"99552c70-f762-11e1-a439-00145eb45e9a","WWBIC",NA,NA,FALSE,NA,"GB",FALSE,5105608131,"Animalia",1,NA,"2025-09-15T12:20:55.985+00:00","2025-09-15T12:22:11.471+00:00","2025-09-15T12:22:11.471+00:00",51.612667,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,"Freshwater West Rocky Shore",NA,NA,-5.106729,NA,9,NA,NA,"SR0004070002SKAG","Adult; Biotope: Rock cliffs, ledges and shores, including the splash zone; Image: http://warehouse1.indicia.org.uk/upload/o_1hb8vtncd16belpe1h8e1cqrs642.jpg","PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","29753c63-7ff1-455b-92ee-120bcfe9bce3","Hill, S. Sandy",NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",268,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2023,2025-09-26
"14","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","189210345","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",288,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-10-28T11:13:41",28,NA,NA,NA,301,"2023-10-28T12:11:28",NA,NA,"12:11:28+01:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4436399806","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"christophepatterson",NA,"421920848",NA,NA,NA,"christophepatterson","189210345",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4436399806,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T15:04:34.739+00:00","2025-09-23T15:04:34.739+00:00",50.145864,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.062023,"2024-10-22T08:24:39.000+00:00",10,NA,NA,"https://www.inaturalist.org/observations/189210345",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","christophepatterson",NA,"https://www.inaturalist.org/observations/189210345","christophepatterson",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",301,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-10-28 12:11:28",NA,"Falmouth TR11 4NP, UK",NA,NA,NA,2023,2025-09-26
"15","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","190989734","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",7,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-14T11:27:28",14,NA,NA,NA,318,"2023-11-14T11:27:07Z",NA,NA,"11:27:07+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4440686034","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"samadler",NA,"426787148",NA,NA,NA,"samadler","190989734",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4440686034,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T13:28:10.505+00:00","2025-09-23T13:28:10.505+00:00",50.361172,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.161024,"2023-11-14T15:42:17.000+00:00",11,NA,NA,"https://www.inaturalist.org/observations/190989734",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","samadler",NA,"https://www.inaturalist.org/observations/190989734","samadler",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",318,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-11-14 11:27:07Z",NA,"Firestone Bay, Plymouth, England, GB",NA,NA,NA,2023,2025-09-26
"16","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","191475470","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",3,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-19T15:10:06",19,NA,NA,NA,323,"2023-11-19T15:09:05Z",NA,NA,"15:09:05+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4442561595","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"nellis1",NA,"428127858",NA,NA,NA,"nellis1","191475470",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4442561595,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T13:28:32.552+00:00","2025-09-23T13:28:32.552+00:00",50.361182,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.160183,"2023-11-21T20:46:57.000+00:00",11,NA,NA,"https://www.inaturalist.org/observations/191475470",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","nellis1",NA,"https://www.inaturalist.org/observations/191475470","nellis1",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",323,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-11-19 15:09:05",NA,"Plymouth, UK",NA,NA,NA,2023,2025-09-26
"17","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","191381611","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",150,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-11-18T17:29:00",18,NA,NA,NA,322,"2023-11-18T14:47:01Z",NA,NA,"14:47:01+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4442731829","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"rebeccabowyerrpp",NA,"427853631",NA,NA,NA,"Rebecca Bowyer","191381611",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4442731829,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T13:28:31.786+00:00","2025-09-23T13:28:31.786+00:00",50.147066,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-5.0593,"2023-11-29T09:27:48.000+00:00",11,NA,NA,"https://www.inaturalist.org/observations/191381611",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Rebecca Bowyer",NA,"https://www.inaturalist.org/observations/191381611","Rebecca Bowyer",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",322,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-11-18 14:47:01Z",NA,"Cliff Road, Falmouth, England, GB",NA,NA,NA,2023,2025-09-26
"18","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","192815746","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",4,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-12-02T13:49:26",2,NA,NA,NA,336,"2023-12-02T13:47:26Z",NA,NA,"13:47:26+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4458688667","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"nellis1",NA,"431667439",NA,NA,NA,"nellis1","192815746",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4458688667,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T15:05:48.165+00:00","2025-09-23T15:05:48.165+00:00",50.356972,"http://creativecommons.org/licenses/by-nc/4.0/legalcode",NA,NA,NA,NA,-4.125878,"2023-12-05T22:19:02.000+00:00",12,NA,NA,"https://www.inaturalist.org/observations/192815746",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","NORTH_AMERICA","US","28eb1a3f-1c15-4a95-931a-4af90ecb574d","nellis1",NA,"https://www.inaturalist.org/observations/192815746","nellis1",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",336,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-12-02 13:47:26",NA,"Mount Batten Water Sports Centre, Mount Batten, Plymouth PL9 9XH, UK",NA,NA,NA,2023,2025-09-26
"19","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION","194213765","Maxillopoda",203,"United Kingdom, EUROPE","Observations",NA,"EUROPE",50,"United Kingdom",560,NA,"50c9509d-22c7-4a22-a47d-8c48425ef4a7","iNaturalist research-grade observations","2023-12-17T21:08:00",17,NA,NA,"{""evidenceOfPresence"":""organism""}",351,"2023-12-17T11:44:21Z",NA,NA,"11:44:21+00:00","Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4599971243","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"28eb1a3f-1c15-4a95-931a-4af90ecb574d","wild",NA,NA,NA,"josscarr",NA,"435819186",NA,NA,NA,"jannmann","194213765",NA,"997448a8-f762-11e1-a439-00145eb45e9a","iNaturalist",NA,NA,FALSE,NA,"GB",FALSE,4599971243,"Animalia",1,NA,"2025-09-22T23:56:44.581+00:00","2025-09-23T13:29:50.475+00:00","2025-09-23T13:29:50.475+00:00",49.921142,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,-6.312042,"2025-04-02T15:30:41.000+00:00",12,NA,NA,"https://www.inaturalist.org/observations/194213765",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Joss Carr",NA,"https://www.inaturalist.org/observations/194213765","Joss Carr",NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",351,NA,"197140",2115617,"ACCEPTED","SPECIES",NA,NA,NA,"2023-12-17 11:44:21Z",NA,"St Mary's Pool, Isles Of Scilly, England, GB",NA,"alive",NA,2023,2025-09-26
"20","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Gylly South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",377,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,17,NA,NA,NA,17,"2022-01-17","24663698",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4595999111","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"e7bdc91a-8a7d-4e4a-8d91-9ec5ce2f0987",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,4595999111,"Animalia",1,NA,"2025-09-13T22:51:28.990+00:00","2025-09-15T09:51:02.414+00:00","2025-09-15T09:51:02.414+00:00",50.142879,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Gylly South",NA,NA,-5.06855,NA,1,NA,NA,"34387748",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Holt, B. Ben|Humphries, S. Samuel",NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",17,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2022,2025-09-26
"21","Chthamalus montagui Southward, 1976",2115617,"England",NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"Maenporth Bay South, United Kingdom, EUROPE","The Rockpool Project | Imported records",NA,"EUROPE",50,"United Kingdom",377,NA,"97d01261-0027-4e89-a0d2-4a7d700f5fdb",NA,NA,2,NA,NA,NA,122,"2022-05-02","24663820",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","4596004219","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"07f617d0-c688-11d8-bf62-b8a03c50a862",NA,NA,NA,"https://creativecommons.org/licenses/by/4.0/legalcode",NA,"Marine Biological Association, and Biological Records Centre",NA,NA,NA,"Accepted",NA,"4e5e5ff7-067d-46f8-8a55-287de43a66bf",NA,"99552c70-f762-11e1-a439-00145eb45e9a",NA,NA,NA,FALSE,NA,"GB",FALSE,4596004219,"Animalia",1,NA,"2025-09-13T22:51:28.990+00:00","2025-09-15T09:51:05.032+00:00","2025-09-15T09:51:05.032+00:00",50.124731,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,"Maenporth Bay South",NA,NA,-5.091034,NA,5,NA,NA,"34389707",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,NA,"Arthropoda",54,NA,NA,NA,"DWC_ARCHIVE","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d","Stanley, J.O.H.N.",NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976",NA,NA,"Chthamalus montagui",2115617,"montagui",122,"NBNSYS0000174547","NBNSYS0000174547",2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,"Montagu's Stellate Barnacle",NA,NA,2022,2025-09-26
"22","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"United Kingdom, EUROPE",NA,NA,"EUROPE",200,"United Kingdom",1,NA,"35d8478e-06b3-4851-a55a-bb166fa53832",NA,NA,14,NA,NA,NA,134,"2022-05-14","QUADS_CW_2022EN_Hol_L",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5106984604","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIBIO_CW_2022EN_Hol_QL_153",NA,"06d75b22-fc7a-42ff-a14f-65a25cd0f3ab",NA,NA,NA,FALSE,NA,"GB",FALSE,5106984604,"Animalia",1,NA,"2025-07-24T19:53:46.927+00:00","2025-07-31T12:10:46.750+00:00","2025-07-31T12:10:46.750+00:00",53.319644,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,"flat surface in low-intertidal zone",-4.660771,NA,5,NA,NA,"CIBIO_CW_2022EN_Hol_QL_153",NA,"ABSENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,"QUADS_CW_2022-23","Arthropoda",54,NA,NA,NA,"EML","EUROPE","PT","37560003-ae75-43c3-95aa-48c98797aa2a",NA,NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976","urn:lsid:marinespecies.org:taxname:106230",NA,"Chthamalus montagui",2115617,"montagui",134,NA,NA,2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,"Chthamalus montagui",NA,NA,NA,NA,2022,2025-09-26
"23","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"HUMAN_OBSERVATION",NA,"Maxillopoda",203,"United Kingdom, EUROPE",NA,NA,"EUROPE",200,"United Kingdom",1,NA,"35d8478e-06b3-4851-a55a-bb166fa53832",NA,NA,18,NA,NA,NA,138,"2022-05-18","QUADS_CW_2022SC_SCa_MH",NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5106989519","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"cdcc4ce1-7f6e-4ed2-b47c-eb451925b038",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CIBIO_CW_2022SC_SCa_QMH_53",NA,"06d75b22-fc7a-42ff-a14f-65a25cd0f3ab",NA,NA,NA,FALSE,NA,"GB",FALSE,5106989519,"Animalia",1,NA,"2025-07-24T19:53:46.927+00:00","2025-07-31T12:10:48.483+00:00","2025-07-31T12:10:48.483+00:00",54.972346,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,"southwards oriented surface in mid-intertidal zone",-5.179356,NA,5,NA,NA,"CIBIO_CW_2022SC_SCa_QMH_53",NA,"ABSENT","Sessilia",1426,NA,NA,NA,NA,NA,NA,"QUADS_CW_2022-23","Arthropoda",54,NA,NA,NA,"EML","EUROPE","PT","37560003-ae75-43c3-95aa-48c98797aa2a",NA,NA,NA,NA,NA,NA,"Chthamalus montagui Southward, 1976","Southward, 1976","urn:lsid:marinespecies.org:taxname:106230",NA,"Chthamalus montagui",2115617,"montagui",138,NA,NA,2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,"Chthamalus montagui",NA,NA,NA,NA,2022,2025-09-26
"24","Chthamalus montagui Southward, 1976",2115617,NA,NA,NA,"MATERIAL_SAMPLE",NA,"Maxillopoda",203,"United Kingdom, EUROPE",NA,NA,"EUROPE",NA,"United Kingdom",1,"dassh.ac.uk:DASSHDT00000491","046bb8b0-21d1-44b3-bc62-cf3e372b1208","2022 The Marine Biological Association (MBA) Mount Batten Bioblitz",NA,17,NA,NA,NA,168,"2022-06-17",NA,NA,NA,"Chthamalidae",5104,NA,NA,NA,"United Kingdom of Great Britain and Northern Ireland","5223010432","EUROPE","Chthamalus","Chthamalus",2115612,"WGS84",NA,NA,NA,NA,NA,"f6b48504-1651-4a49-a88d-c2bc6178694d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tax235",NA,"b968184d-9a9f-4e9b-b035-caaf09f46db5","DASSH",NA,NA,FALSE,NA,"GB",FALSE,5223010432,"Animalia",1,NA,"2025-07-22T08:45:52.728+00:00","2025-07-22T08:46:07.191+00:00","2025-07-22T08:46:07.191+00:00",50.3574,"http://creativecommons.org/licenses/by/4.0/legalcode",NA,NA,NA,NA,-4.1267,NA,6,NA,NA,"tax235",NA,"PRESENT","Sessilia",1426,NA,NA,NA,NA,NA,"45: Marine Biological Association of the UK (MBA)",NA,"Arthropoda",54,NA,NA,NA,"EML","EUROPE","GB","f6b48504-1651-4a49-a88d-c2bc6178694d",NA,NA,NA,NA,NA,"METH_05","Chthamalus montagui Southward, 1976","Southward, 1976","urn:lsid:marinespecies.org:taxname:106230",NA,"Chthamalus montagui",2115617,"montagui",168,NA,NA,2115617,"ACCEPTED","SPECIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2025-09-26
