"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.8545,0.64875,0.001,0.00639661368746517
"2","GLM",0.8675,0.64175,0.00191485421551268,0.0138413631313297
"3","MAXENT",0.91125,0.69075,0.00330403793359984,0.00561990510002906
"4","RF",1,1,0,0
