"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.84175,0.617,0.00708872343937892,0.0207042668710261
"2","GLM",0.8595,0.64425,0.00635085296108589,0.0035
"3","MAXENT",0.841,0.5985,0.00577350269189626,0.0555967624956706
"4","RF",0.74275,0.4285,0.00650000000000001,0.00640312423743285
