"","name","mean1","mean2","sd1","sd2"
"1","GAM",0.67725,0.31675,0.0061846584384265,0.00613052471924985
"2","GLM",0.68125,0.29525,0.00531507290636728,0.0135
"3","MAXENT",0.78525,0.433,0.0165201896679992,0.021694853460364
"4","RF",1,1,0,0
